"id","text","country"
"id25202","I saw, in fine, that he would be driven, as a matter of course, to simplicity, if not deliberately induced to it as a matter of choice.","USA"
"id25025","The bolt held, of course, and I heard the floor creak as the prowler left the room.","GER"
"id11962","The house was a four story one, with garrets mansardes.","USA"
"id18039","His business is of importance and concerns the lady herself.","USA"
"id01712","Shameful debaucheries flagrant treacheries unheard of atrocities gave his trembling vassals quickly to understand that no servile submission on their part no punctilios of conscience on his own were thenceforward to prove any security against the remorseless fangs of a petty Caligula.","USA"
"id03472","All was gold of antique date and of great variety French, Spanish, and DEman money, with a few English guineas, and some counters, of which we had never seen specimens before.","USA"
"id03987","Youths, nobles of the land, performed for the sake of mother or sister, the services of menials with amiable cheerfulness.","CAN"
"id27802","She rose on seeing us enter, and when we were left alone with her, she threw herself at the feet of Elizabeth, weeping bitterly.","CAN"
"id21098","My acquaintance with Ritzner commenced at the magnificent Château Jung, into which a train of droll adventures, not to be made public, threw a place in his regard, and here, with somewhat more difficulty, a partial insight into his mental conformation.","USA"
"id10662","Wilcox still lived alone in the Fleur de Lys Building in Thomas Street, a hideous Victorian imitation of seventeenth century Breton architecture which flaunts its stuccoed front amidst the lovely colonial houses on the ancient hill, and under the very shadow of the finest Georgian steeple in America.","GER"
"id08423","You were not to be found, and I was fearful of losing a bargain.""","USA"
"id25232","The apparition spoke of the curse which had hovered over my house, told me of my coming end, dwelt on the wrong perpetrated by my ancestor against old Michel Mauvais, and gloated over the revenge of Charles Le Sorcier.","GER"
"id15813","Sweet and beloved Elizabeth I read and reread her letter, and some softened feelings stole into my heart and dared to whisper paradisiacal dreams of love and joy; but the apple was already eaten, and the angel's arm bared to drive me from all hope.","CAN"
"id26097","Felix replied in a cheerful accent, and the old man was recommencing his music when someone tapped at the door.","CAN"
"id24422","She called to mind how often he had declared that solitude was to him the greatest of all evils, and how death itself was to him more full of fear and pain when he pictured to himself a lonely grave.","CAN"
"id02279","The balloon was unusually steady, and looked beautifully.","USA"
"id02591","At noon he lunched at the University Spa, picking up a paper from the next seat as he waited for dessert.","GER"
"id13453","""Yes, yes,"" I said, ""yes, yes."" ""You?","USA"
"id21935","Is it not indeed, possible that, while a high order of genius is necessarily ambitious, the highest is above that which is termed ambition?","USA"
"id16619","Adieu, my dear Margaret.","CAN"
"id23270","Her cheek was flushed by the expectation of struggle; her eyes sparkled with the hope of triumph.","CAN"
"id23735","Would a number of men have so dragged a corpse at all as to have left evident traces of the dragging?","USA"
"id03973","The ancient rails were very slight, and placed so close together as to be, according to modern notions, quite frivolous, if not danDEous in the extreme.","USA"
"id16366","Let us rather go out to meet it gallantly: or perhaps for all this pendulous orb, this fair gem in the sky's diadem, is not surely plague striken perhaps, in some secluded nook, amidst eternal spring, and waving trees, and purling streams, we may find Life.","CAN"
"id02073","Yes the odour was the same as that which had sickened him at the Whateley farmhouse less than three years before.","GER"
"id13009","I had reached the conclusion, it will be remembered, that the extra baggage of my friend, the artist, would prove to be pictures, or at least a picture; for I knew he had been for several weeks in conference with Nicolino: and now here was a box, which, from its shape, could possibly contain nothing in the world but a copy of Leonardo's ""Last Supper;"" and a copy of this very ""Last Supper,"" done by Rubini the younDE, at Florence, I had known, for some time, to be in the possession of Nicolino.","USA"
"id03607","Such invitations became less cordial less frequent in time they ceased altogether.","USA"
"id03471","With its emissaries, the name of Dupin had grown into a household word.","USA"
"id08287","He even says that all the village knew of my journeys to the tomb, and that I was often watched as I slept in the bower outside the grim facade, my half open eyes fixed on the crevice that leads to the interior.","GER"
"id12537","And I looked upon the characters of the rock, and they were changed; and the characters were SILENCE.","USA"
"id03428","West had never fully succeeded because he had never been able to secure a corpse sufficiently fresh.","GER"
"id17819","I shall no lonDE see the sun or stars or feel the winds play on my cheeks.","CAN"
"id02424","Every day some new scene occured and displayed in him a mind working as it were with an unknown horror that now he could master but which at times threatened to overturn his reason, and to throw the bright seat of his intelligence into a perpetual chaos.","CAN"
"id17579","""When I reflect, my dear cousin,"" said she, ""on the miserable death of Justine Moritz, I no lonDE see the world and its works as they before appeared to me.","CAN"
"id25046","But his understanding, his charity, his virtues, want a field for exercise and display; and we will procure it for him.","CAN"
"id25570","This enabled me to see perpendicularly down, but having found it impossible to place any similar contrivance overhead, on account of the peculiar manner of closing up the opening there, and the consequent wrinkles in the cloth, I could expect to see no objects situated directly in my zenith.","USA"
"id01382","On August I effected an exit from the U , and laboriously made my way through the ruined and mud choked streets to the ancient river.","GER"
"id17884","This was in truth a very droll little somebody.","USA"
"id13886","And in most of the palaces the floors were mosaics of beryl and lapis lazuli and sardonyx and carbuncle and other choice materials, so disposed that the beholder might fancy himself walking over beds of the rarest flowers.","GER"
"id07808","Nothing new rewarded my efforts only the same depressing mustiness and faint suggestions of noxious odours and nitrous outlines on the floor and I fancy that many pedestrians must have watched me curiously through the broken panes.","GER"
"id05749","These phenomena were occasioned by the expansion of the gas, through increase of heat in the atmosphere, and the consequent disruption of the minute particles of ice with which the network had become encrusted during the night.","USA"
"id11372","The frigidity of the apartment was now sensibly diminishing, and at about a.m. the doctor retired to the bathroom, commanding me to keep him supplied with all the ice I could obtain at all night drug stores and cafeterias.","GER"
"id24869","Whatever may be said against the abuses of the artificial landscape gardening, a mixture of pure art in a garden scene, adds to it a great beauty.","USA"
"id04170","Its construction, over a century and a half ago, had followed the grading and straightening of the road in that especial vicinity; for Benefit Street at first called Back Street was laid out as a lane winding amongst the graveyards of the first settlers, and straightened only when the removal of the bodies to the North Burial Ground made it decently possible to cut through the old family plots.","GER"
"id11510","She felt as if during her past calm she had dreamed, but was now awake; she was As one In some lone watch tower on the deep, awakened From soothing visions of the home he loves, Trembling to hear the wrathful billows roar; as one who has been cradled by a storm, and awakes to find the vessel sinking.","CAN"
"id07246","But the thing was now going too far.","CAN"
"id18028","The next spring no more pale grass and strange weeds came up in the shunned house's terraced garden, and shortly afterward Carrington Harris rented the place.","GER"
"id21933","But these other apartments were densely crowded, and in them beat feverishly the heart of life.","USA"
"id01988","Who indeed would think of compassioning a shadow?","USA"
"id14815","Suddenly out of the blackness the madly sawing bow struck me, and I knew I was close to the player.","GER"
"id12547","Mercy should have known better than to hire anyone from the Nooseneck Hill country, for that remote bit of backwoods was then, as now, a seat of the most uncomfortable superstitions.","GER"
"id10330","No, I don't know what's become of Pickman, and I don't like to guess.","GER"
"id26175","Old Michel was said to have burnt his wife alive as a sacrifice to the Devil, and the unaccountable disappearances of many small peasant children were laid at the dreaded door of these two.","GER"
"id16049","With a few rapid lateral passes I made the lids quiver, as in incipient sleep, and with a few more I closed them altogether.","USA"
"id01234","I recall many things of Sam Johnson and his Club, having kept up my Membership in the Latter long after the Doctor's Death, at which I sincerely mourn'd.","GER"
"id03707","On each of the hips, deep set in a kind of pinkish, ciliated orbit, was what seemed to be a rudimentary eye; whilst in lieu of a tail there depended a kind of trunk or feeler with purple annular markings, and with many evidences of being an undeveloped mouth or throat.","GER"
"id19629","I knew that it was possible that your suspicions might be excited; but I trusted that my simple word would cause them to disappear.","CAN"
"id20545","I never feel alone or comfortable, and a hideous sense of pursuit sometimes comes chillingly on me when I am weary.","GER"
"id09585","Could there be guilt in it?","CAN"
"id25962","I jumped into the boat, and well accustomed to such feats, I pushed it from shore, and exerted all my strength to row swiftly across.","CAN"
"id14360","It is needless to say that I felt inexpressibly alarmed.","USA"
"id03158","I perceive you have an engagement.","USA"
"id13112","Verney, you will acknowledge this tie, and as my brother's friend, I feel that I may trust you.""","CAN"
"id02221","He was no lonDE bent to the ground, like an over nursed flower of spring, that, shooting up beyond its strength, is weighed down even by its own coronal of blossoms.","CAN"
"id23748","""Allow me, mon ami,"" now said Monsieur Maillard, addressing myself, ""allow me to send you a morsel of this veal a la St. Menhoult you will find it particularly fine.""","USA"
"id09636","A short month has destroyed a village, and where in May the first person sickened, in June the paths were deformed by unburied corpses the houses tenantless, no smoke arising from the chimneys; and the housewife's clock marked only the hour when death had been triumphant.","CAN"
"id13848","We neglected all care of the ship, as worse than useless, and securing ourselves, as well as possible, to the stump of the mizen mast, looked out bitterly into the world of ocean.","USA"
"id02360","Let us close this casement; the air is chilling and danDEous to your frame.","USA"
"id27556","In securing solicitously an unobserved retreat in case of failure, Raymond had forgotten to arrange the mode by which she was to hear of his success; and she had been too much agitated to revert to this circumstance.","CAN"
"id15151","With earnest gaze she looked on the labyrinth of smoking piles which had been a city, and then expressed her readiness to return home.","CAN"
"id25340","Its size was very great, and seemed the greater because of its extraordinary bareness and neglect.","GER"
"id15376","The discoloration of ages had been great.","USA"
"id08306","Then he fled back to the lodge and broke all the rules of his calling by rousing and shaking his patient, and hurling at him a succession of shuddering whispers that seared into the bewildered ears like the hissing of vitriol.","GER"
"id24451","""What the devil's the matter now"" said a second.","USA"
"id03448","From its queenly possessor La Bellissima, to the Duc De L'Omelette, six peers of the empire conveyed the happy bird.","USA"
"id13624","Slowly with a tortoise gradation approached the faint gray dawn of the psychal day.","USA"
"id24740","On the uttermost of the steps which led down into the dread chamber was a large fragment of the coffin, with which, it seemed, that she had endeavored to arrest attention by striking the iron door.","USA"
"id03730","The men filled the mosques; the women, veiled, hastened to the tombs, and carried offerings to the dead, thus to preserve the living.","CAN"
"id15256","Passing my hand down behind the board, I readily discovered and pressed the spring, which was, as I had supposed, identical in character with its neighbor.","USA"
"id05325","The Whateleys had received their visitors with ill concealed distaste, though they did not dare court further publicity by a violent resistance or refusal to talk.","GER"
"id18622","The noise was, at length, very effectually silenced by Jupiter, who, getting out of the hole with a dogged air of deliberation, tied the brute's mouth up with one of his suspenders, and then returned, with a grave chuckle, to his task.","USA"
"id10823","I had before visited the manor houses and gentlemen's seats, and often found the inhabitants actuated by the purest benevolence, ready to lend their utmost aid for the welfare of their tenants.","CAN"
"id09437","He walked on first, carrying a part of the fishing tackle, and his companions followed him at some distance.","CAN"
"id16023","After a few more passes.","USA"
"id14458","His drinking, of course, only aggravated what it was meant to alleviate.","GER"
"id17247","This had been the secret of his secession at the time of Lord Raymond's election.","CAN"
"id11013","In fact nothing could well be more simple more utterly unpretending than this cottage.","USA"
"id17317","Others knew, but did not dare to tell there is no public hint of why they whispered about the lock on the door to the attic stairs in the house of a childless, broken, embittered old man who had put up a blank slate slab by an avoided grave, although one may trace enough evasive legends to curdle the thinnest blood.","GER"
"id21134","The letter, having been published, gave rise to a variety of gossip and opinion.","USA"
"id00925","""But Paradise Lost excited different and far deeper emotions.","CAN"
"id02819","""Surprisingly beautiful"" exclaimed a second.","USA"
"id10167","He would talk in a cheerful accent, with an expression of goodness that bestowed pleasure even upon me.","CAN"
"id20338","In my own heart there dwells no faith in præter nature.","USA"
"id21243","To be present at the election of a Protector, and to give our yea or nay for his shuffling Grace of ? or for that noisy Ryland?","CAN"
"id26436","She was no lonDE that happy creature who in earlier youth wandered with me on the banks of the lake and talked with ecstasy of our future prospects.","CAN"
"id26251","It was, however, the only book immediately at hand; and I indulged a vague hope that the excitement which now agitated the hypochondriac, might find relief for the history of mental disorder is full of similar anomalies even in the extremeness of the folly which I should read.","USA"
"id03404","Man, no lonDE with an appetite for sympathy, clothed his thoughts in visible signs; nor were there any readers left: while each one, having thrown away his sword with opposing shield alone, awaited the plague, Merrival talked of the state of mankind six thousand years hence.","CAN"
"id23010","The name is Bedlo with an e, all the world over, and I never knew it to be spelt otherwise in my life.""","USA"
"id12644","They have come to form a race by themselves, with the well defined mental and physical stigmata of degeneracy and inbreeding.","GER"
"id25088","But he was ardent and tender of heart beyond the common nature of man, and had already learnt to love, while the beauteous Greek smiled benignantly on the boy.","CAN"
"id13791","I discarded my medical books.","USA"
"id19575","This stream is regulated by the flux and reflux of the sea it being constantly high and low water every six hours.","USA"
"id26536","Even now my blood boils at the recollection of this injustice.","CAN"
"id17354","There was no lonDE the faintest sign of vitality in M. Valdemar; and concluding him to be dead, we were consigning him to the charge of the nurses, when a strong vibratory motion was observable in the tongue.","USA"
"id17982","It had become fiendishly disgusting by the time he disappeared; many of the experiments could not even be hinted at in print.","GER"
"id17222","This associate is of swarthy complexion.","USA"
"id12247","A few moves having been made, no step is certain.","USA"
"id15425","Disliking the sight, I turned away and entered the chamber beyond the Gothic door.","GER"
"id16861","At length they emerged on a muddy road to find the sun coming out.","GER"
"id02899","The Countess again came to her daughter's bedside: ""In Austria at least,"" she said, ""you will obey.","CAN"
"id27302","We had birds, gold fish, a fine dog, rabbits, a small monkey, and a cat.","USA"
"id00538","I cannot speak lonDE, for the body of Joe Slater grows cold and rigid, and the coarse brains are ceasing to vibrate as I wish.","GER"
"id18098","Hey? Did anybody ever see hide or hair o' Hiram Gilman agin?","GER"
"id20854","The worm had food no more.","USA"
"id13066","But even human sympathies were not sufficient to satisfy his eaDE mind.","CAN"
"id13281","Our Lazzeroni bore flaring torches, which shone red, and almost dusky, in the murky subterranean passages, whose darkness thirstily surrounding them, seemed eaDE to imbibe more and more of the element of light.","CAN"
"id08257","""I need scarcely tell you,"" said Dupin, as he finished the perusal of my notes, ""that this is a far more intricate case than that of the Rue Morgue; from which it differs in one important respect.","USA"
"id16112","""Common affection might have been satisfied with common usages.","CAN"
"id22008","Water Street was almost its duplicate, save that there were great seaward gaps where wharves had been.","GER"
"id06529","Through joy and through sorrow, I wrote.","USA"
"id26965","He has thought it sagacious to echo the small talk of the lawyers, who, for the most part, content themselves with echoing the rectangular precepts of the courts.","USA"
"id02253","The doors again close, the magician resumes his original position, and the drawer opens to return the medallion.","USA"
"id20158","In the one case, the retarding force is momentary and complete within itself in the other it is endlessly accumulative.","USA"
"id12925","In the multiform and multicolor of the flowers and the trees, he recognised the most direct and energetic efforts of Nature at physical loveliness.","USA"
"id25394","""Superb physiologist"" said the Westminster.","USA"
"id14512","Iä Shub Niggurath As a foulness shall ye know Them.","GER"
"id11160","In obedience to my request Perdita detailed the melancholy circumstances that led to this event.","CAN"
"id08198","I read and studied the wild fancies of these writers with delight; they appeared to me treasures known to few besides myself.","CAN"
"id09076","Immediately afterward Jermyn emerged from the room, rushing frantically toward the front of the house as if pursued by some hideous enemy.","GER"
"id24339","He seemed incapable of conceiving of the full extent of the power that selfishness vice possesses in the world: when I knew him, although he had suffered disappointment in his dearest hopes, he had not experienced any that arose from the meaness and self love of men: his station was too high to allow of his suffering through their hardheartedness; and too low for him to have experienced ingratitude and encroaching selfishness: it is one of the blessings of a moderate fortune, that by preventing the possessor from confering pecuniary favours it prevents him also from diving into the arcana of human weakness or malice To bestow on your fellow men is a Godlike attribute So indeed it is and as such not one fit for mortality; the giver like Adam and Prometheus, must pay the penalty of rising above his nature by being the martyr to his own excellence.","CAN"
"id06968","In an instant I dragged him to the floor, and pulled the heavy bed over him.","USA"
"id10954","It was bound in leather with metal fittings, and was in an excellent state of preservation; being altogether an unusual sort of volume to encounter in an abode so lowly.","GER"
"id00593","""He is safe"" said Idris, as he lUSt on shore, and waved the bough over his head in token of success; ""we will wait for him here.""","CAN"
"id18133","They filed out of the house with a jerky tread, and as I watched them go I had an odd idea that they were turning toward the ancient cemetery on which the back of the house abutted.","GER"
"id24036","Was it not enough that we must die, but toil must be added?","CAN"
"id16994","The person of whom I speak seemed born for the purpose of foreshadowing the doctrines of Turgot, Price, Priestley, and Condorcet of exemplifying by individual instance what has been deemed the chimera of the perfectionists.","USA"
"id23645","When he perceived that the latch was hopelessly unyielding, at least to such meagre tools and under such tenebrous conditions as these, Birch glanced about for other possible points of escape.","GER"
"id03896","You might as well note down a few while I read them to you.","USA"
"id15121","but, stay you shall.""","USA"
"id08854","Well, don't worry, my friend, for they are coming. . . .","GER"
"id15405","He was evidently given to working or lounging around the fish docks, and carried with him much of their characteristic smell.","GER"
"id05151","""I let myself down to the ledge, and found that it was impossible to retain a seat upon it except in one particular position.","USA"
"id11614","We had been sitting in the dark, and Dupin now arose for the purpose of lighting a lamp, but sat down again, without doing so, upon G.'s saying that he had called to consult us, or rather to ask the opinion of my friend, about some official business which had occasioned a great deal of trouble.","USA"
"id19244","We rested until two, and had supper; starting for the hills immediately afterwards, armed with three stout sacks, which, by good luck, were upon the premises.","USA"
"id13683","Or it might have been that he neglected to become either, merely in pursuance of his idea that in contempt of ambition is to be found one of the essential principles of happiness on earth.","USA"
"id10640","A step approached her bed, she dared not move, she strove to calm her palpitations, which became more violent, when she heard her mother say mutteringly, ""Pretty simpleton, little do you think that your game is already at an end for ever.""","CAN"
"id01197","A thousand times would I have shed my own blood, drop by drop, to have saved their lives; but I could not, my father, indeed I could not sacrifice the whole human race.""","CAN"
"id26272","It may therefore be judged indecent in me to come forward on this occasion, but when I see a fellow creature about to perish through the cowardice of her pretended friends, I wish to be allowed to speak, that I may say what I know of her character.","CAN"
"id19826","She replied with earnestness, ""I do not refuse to believe you, Raymond; on the contrary I promise to put implicit faith in your simple word.","CAN"
"id25940","You, I conceive, would be tickled by a better sight of sartain other years than your fancy affords you; so be pleased to hold back any fright at what I design to shew.","GER"
"id14464","I gathered enough, however, to know that it was astonished at my wishing to remain alive under such circumstances.","USA"
"id10391","They resolved to leave means neither of ingress or egress to the sudden impulses of despair or of frenzy from within.","USA"
"id12666","When, in an article entitled ""The Murders in the Rue Morgue,"" I endeavored, about a year ago, to depict some very remarkable features in the mental character of my friend, the Chevalier C. Auguste Dupin, it did not occur to me that I should ever resume the subject.","USA"
"id13982","Some distance away the lifeless body of Juan Romero lay upon a table, surrounded by a group of men, including the camp doctor.","GER"
"id01846","I concluded, however, to speak to him once more, and merely repeated my previous question.","USA"
"id24473","It was no joke tracking down something as big as a house that one could not see, but that had all the vicious malevolence of a daemon.","GER"
"id22376","And again she heard, ""She will not wake till late to morrow, and we shall then be at sea."" ""All is ready,"" at length the woman announced.","CAN"
"id09261","I took the hand of Elizabeth.","CAN"
"id05109","Some secrets of inner earth are not good for mankind, and this seemed to me one of them.","GER"
"id12997","Half insanely I spoke to the dead.","CAN"
"id21982","He foresaw that his own life would be one of struggle, and I must partake his labours with him.","CAN"
"id01293","They kept better watch; I was taken, and sent to prison.","CAN"
"id03286","He made no explanations to Hartwell, but in his calmer moments spoke of the imperative need of a long conference with Rice and Morgan.","GER"
"id16405","Wordsworth's ""Tintern Abbey"".","CAN"
"id27672","But I saw the dimness was only that of contrast, and that the waves from the machine had no effect whatever.","GER"
"id02373","Gilman felt a gnawing, poignant abhorrence shoot through his mental and emotional paralysis, and the light metal bowl shook in his grasp.","GER"
"id03092","Their appearance especially those staring, unwinking eyes which one never saw shut was certainly shocking enough; and their voices were disgusting.","GER"
"id09560","Armitage produced a pocket telescope of considerable power and scanned the steep green side of the hill.","GER"
"id16257","Its whole style differed materially from that of Legrand.","USA"
"id10796","Luckily, the sole fastenings of the lid consisted of two sliding bolts.","USA"
"id22778","The fresh air revived me, and with renewed determination I approached the door of their cottage.","CAN"
"id05651","Nations, bordering on the already infected countries, began to enter upon serious plans for the better keeping out of the enemy.","CAN"
"id11243","Scarcely had I secured myself in my new position, when we gave a wild lurch to starboard, and rushed headlong into the abyss.","USA"
"id02884","I might have deceived you; I might have talked of remaining here only a few months; in your anxiety to reach Windsor you would have left me, and without reproach or contention, I might have pursued my plan.","CAN"
"id15101","There is something terribly appalling in our situation, yet my courage and hopes do not desert me.","CAN"
"id25722","The grocery way only think of that I resolved to be off forthwith, and try and establish myself in some decent occupation, without dancing attendance any lonDE upon the caprices of these eccentric old people, and running the risk of being made a genius of in the end.","USA"
"id24006","Her unhappiness assumed every day a new shape; every day some unexpected event seemed to close, while in fact it led onward, the train of calamities which now befell her.","CAN"
"id02480","It was the faces, Eliot, those accursed faces, that leered and slavered out of the canvas with the very breath of life By God, man, I verily believe they were alive That nauseous wizard had waked the fires of hell in pigment, and his brush had been a nightmare spawning wand.","GER"
"id01619","The passage, which at first scarcely admitted us, quickly grew narrower and lower; we were almost bent double; yet still we persisted in making our way through it.","CAN"
"id26728","D , at Vienna once, did me an evil turn, which I told him, quite good humoredly, that I should remember.","USA"
"id07470","I merely wish you to bear in mind that, with myself, it was sufficiently forcible to give a definite form a certain tendency to my inquiries in the chamber.","USA"
"id21210","At first I could only afford to feed them upon mice which are chUS, but they fulfilled the scriptural injunction at so marvellous a rate, that I at length considered it my best policy to be liberal, and so indulged them in oysters and turtle.","USA"
"id23160","As I could not pass through the town, I was obliged to cross the lake in a boat to arrive at Plainpalais.","CAN"
"id21485","The reason why Arthur Jermyn's charred fragments were not collected and buried lies in what was found afterward, principally the thing in the box.","GER"
"id09389","Then, amidst the dismal moans from the stable and the daemoniac piping of late whippoorwills in the glen, Selina Frye tottered to the telephone and spread what news she could of the second phase of the horror.","GER"
"id09423","My rage was without bounds; I sprang on him, impelled by all the feelings which can arm one being against the existence of another.","CAN"
"id09914","The entire absence of ocean or sea, and indeed of any lake or river, or body of water whatsoever, struck me, at first glance, as the most extraordinary feature in its geological condition.","USA"
"id24413","She has her little eccentricities, to be sure but then, you know, all old women all very old women are more or less eccentric"" ""To be sure,"" said I, ""to be sure and then the rest of these ladies and gentlemen "" ""Are my friends and keepers,"" interupted Monsieur Maillard, drawing himself up with hauteur, ""my very good friends and assistants.""","USA"
"id13080","Now this, I reflected, was no very extraordinary distance.","USA"
"id17131","I strained my sight to discover what it could be and uttered a wild cry of ecstasy when I distinguished a sledge and the distorted proportions of a well known form within. Oh With what a burning gush did hope revisit my heart Warm tears filled my eyes, which I hastily wiped away, that they might not intercept the view I had of the daemon; but still my sight was dimmed by the burning drops, until, giving way to the emotions that oppressed me, I wept aloud.","CAN"
"id17878","I knew that Pompey was beneath my feet, and that Diana was sitting, according to my explicit directions, upon her hind legs, in the farthest corner of the room.","USA"
"id07259","Now it is agreed by all the distant relatives of Randolph Carter that something occurred to heighten his imagination in his tenth year.","GER"
"id23991","By undue profundity we perplex and enfeeble thought; and it is possible to make even Venus herself vanish from the firmanent by a scrutiny too sustained, too concentrated, or too direct.","USA"
"id21008","The loss of the eye was not so much as the insolent air of independence and contempt with which it regarded me after it was out.","USA"
"id20933","At such times the king, in his enthusiasm for him, would come to his relief, and then kindly take his friend to task; my father gave the best promises for amendment, but his social disposition, his craving for the usual diet of admiration, and more than all, the fiend of gambling, which fully possessed him, made his good resolutions transient, his promises vain.","CAN"
"id02972","Attend, O reader while I narrate this tale of wonders One day as Adrian and Idris were riding through the forest, with their mother and accustomed companions, Idris, drawing her brother aside from the rest of the cavalcade, suddenly asked him, ""What had become of his friend, Lionel Verney?"" ""Even from this spot,"" replied Adrian, pointing to my sister's cottage, ""you can see his dwelling.""","CAN"
"id11718","Between then and the next January we secured three more; one total failure, one case of marked muscular motion, and one rather shivery thing it rose of itself and uttered a sound.","GER"
"id05952","Near the central desk a revolver had fallen, a dented but undischarged cartridge later explaining why it had not been fired.","GER"
"id04657","By the time he had reached the bridge over the Miskatonic he was in a cold perspiration, and he clutched at the iron railing as he gazed upstream at the ill regarded island whose regular lines of ancient standing stones brooded sullenly in the afternoon sunlight.","GER"
"id15504","She sat upon the ground absorbed in wordless despair, when through the gusty wind and bickering rain she thought she heard her name called.","CAN"
"id00739","And while I thus spoke, did there not cross your mind some thought of the physical power of words?","USA"
"id21674","As it drew nearer I observed that it was the Swiss diligence; it stopped just where I was standing, and on the door being opened, I perceived Henry Clerval, who, on seeing me, instantly sprung out.","CAN"
"id20544","He endeavoured to soothe me as a nurse does a child and reverted to my tale as the effects of delirium.","CAN"
"id09548","Keep still"" The combined shock of the revelation and of the abrupt command gave me a kind of paralysis, and in my terror my mind again opened to the impressions coming from what Tillinghast called ""beyond"".","GER"
"id01122","Men who before this change seemed to have been hid in caves dispersed themselves and were employed in various arts of cultivation.","CAN"
"id26080","I strove to quiet the eaDE dancing of my heart; I turned from her my eyes, beaming with too much tenderness, and proudly, to dark night, and the inclement atmosphere, murmured the expressions of my transport.","CAN"
"id02947","""I fear, my beloved girl,"" I said, ""little happiness remains for us on earth; yet all that I may one day enjoy is centred in you.","CAN"
"id05539","Ever yours, WILLIAM LEGRAND.","USA"
"id06933","These were mostly well back from the water, and one or two seemed to be in moderately sound condition.","GER"
"id10909","Professor Ellery found platinum, iron, and tellurium in the strange alloy; but mixed with these were at least three other apparent elements of high atomic weight which chemistry was absolutely powerless to classify.","GER"
"id17450","In the second place, it impressed me I fear, indeed, that it will be impossible to make myself comprehended as gelatinous or glutinous matters impress the sense of touch.","USA"
"id01221","When he had in some measure recovered, I removed him to my own cabin and attended on him as much as my duty would permit.","CAN"
"id06496","Do you know, however,"" continued he musingly, ""that at Sparta which is now Palæ; ochori, at Sparta, I say, to the west of the citadel, among a chaos of scarcely visible ruins, is a kind of socle, upon which are still legible the letters AAEM.","USA"
"id08335","Frequently he would glance at the door as if he expected someone, and at length his glance seemed answered by a singular rapping which must have followed some very ancient and secret code.","GER"
"id01569","The strange and romantic scheme of her mother, might confirm and perpetuate the painful view of life, which had intruded itself thus early on her contemplation.","CAN"
"id21565","He is appalled by what lies motionless before him.","USA"
"id10807","He endeavoured to guide with prudence the steeds of destiny through the devious road which he had chosen, and bent all his efforts the better to conceal what he could not alter.","CAN"
"id26096","""The balloon, then, had actually burst"" These were the first tumultuous ideas that hurried through my mind: ""The balloon had positively burst I was falling falling with the most impetuous, the most unparalleled velocity To judge by the immense distance already so quickly passed over, it could not be more than ten minutes, at the farthest, before I should meet the surface of the earth, and be hurled into annihilation"" But at length reflection came to my relief.","USA"
"id23041","The cries were shocking; and as I stood in the brilliant apartment alone and dazed, listening to their vanishing echoes, I trembled at the thought of what might be lurking near me unseen.","GER"
"id03642","At any rate he kicked and squirmed frantically and automatically whilst his consciousness was almost eclipsed in a half swoon.","GER"
"id27103","We were strolling one night down a long dirty street in the vicinity of the Palais Royal.","USA"
"id03824","I searched my pockets, hoping to find an old letter, when my hand fell upon the parchment.","USA"
"id17210","In the meantime the cat slowly recovered.","USA"
"id21885","No doubt it had become out of order, like so many other things in this decrepit edifice.","GER"
"id24452","She grieved for the loss of Raymond with an anguish, that exiled all smile from her lips, and trenched sad lines on her brow of beauty.","CAN"
"id27725","And as the muffled thunder clattered, those eyes still stared with vacuous viciousness.","GER"
"id01590","His ears were growing sensitive to a preternatural and intolerable degree, and he had long ago stopped the chUS mantel clock whose ticking had come to seem like a thunder of artillery.","GER"
"id27252","""My friend, no; I will not impose upon your good nature.","USA"
"id25493","Thoughts of the police and of the mad Italian both weighed heavily.","GER"
"id15796","A sudden break was made in the routine of our lives.","CAN"
"id00232","Did all of this perilous sense of imminence come from the formulae on the sheets he covered day by day?","GER"
"id19743","The tints of the green carpet deepened; and when, one by one, the white daisies shrank away, there sprang up in place of them, ten by ten of the ruby red asphodel.","USA"
"id16859","In sleep waking, the reasoning and its conclusion the cause and its effect are present together.","USA"
"id14911","A servant in Geneva does not mean the same thing as a servant in France and England.","CAN"
"id20583","He was just dizzy and careless enough to annoy his sensitive horse, which as he drew it viciously up at the tomb neighed and pawed and tossed its head, much as on that former occasion when the rain had vexed it.","GER"
"id00640","The castle walls, and long familiar trees, did not hear the parting sound of our carriage wheels with regret.","CAN"
"id06906","Death is merciful, for there is no return therefrom, but with him who has come back out of the nethermost chambers of night, haggard and knowing, peace rests nevermore.","GER"
"id21156","Only these nothing more.","GER"
"id00570","The younDE seaman was, in all outward appearance, the converse of his companion.","USA"
"id26611","It was disturbing to think that one, perhaps two, of our monsters still lived that thought haunted us shadowingly, till finally West disappeared under frightful circumstances.","GER"
"id23547","The building, then, must still be inhabited, despite its isolation and general neglect.","GER"
"id16802","Charter Street, it turned out to be, but I was too flustered to notice just where we hit it.","GER"
"id15934","Dazedness was uppermost, and I could scarcely recall what was dream and what was reality.","GER"
"id21886","His Majesty counts heavily, smiles, and is taking wine.","USA"
"id08003","For a century and more, it appeared, the Roulets had been well remembered and frequently discussed as vivid incidents in the quiet life of a New England sUSort.","GER"
"id12182","One eye was blue, the other brown.","GER"
